HS6,zero,positive,sigma
711320,1,0,-4.0640507
711411,1,0,-6.8158894
711419,1,0,-6.8158894
711420,0,0,-6.8158894
711510,0,0,-19.368505
711590,0,0,-11.118418
711610,1,0,-7.512044
711620,0,0,-7.512044
711711,1,0,
711719,1,0,
711790,1,0,
711810,1,0,
720110,1,0,-34.144131
720120,1,0,-34.144131
720150,0,0,-34.144131
720211,0,0,-17.916771
720219,0,0,-32.060024
720221,0,0,-19.914381
720229,0,0,-17.072906
720230,0,0,-19.428423
720241,0,0,-19.364822
720249,0,0,-9.5897493
720250,0,0,-53.98381
720260,1,0,-25.522076
720270,0,0,-39.492935
720280,1,0,-25.522076
720291,0,0,-44.571548
720292,0,0,-17.720856
720293,0,0,-15.148689
720299,1,0,-25.522076
720310,1,0,
720390,1,0,
720410,1,0,-22.737358
720421,0,0,-15.970032
720429,1,0,-22.737358
720430,0,0,-19.138998
720441,1,0,-22.737358
720449,1,0,-22.737358
720450,0,0,-33.103046
720510,0,0,-23.616032
720521,1,0,-29.366623
720529,0,0,-35.117214
720610,0,0,-18.918013
720690,1,0,-18.918013
720711,1,0,
720712,1,0,
720719,1,0,
720720,1,0,
720810,1,0,-8.9275541
720825,1,0,-8.9275541
720826,1,0,-8.9275541
720827,1,0,-8.9275541
720836,0,0,-6.0546875
720837,0,0,-2.8500922
720838,1,0,-8.9275541
720839,1,0,-8.9275541
720840,0,0,-10.008523
720851,1,0,-8.9275541
720852,1,0,-8.9275541
720853,0,0,-13.54622
720854,0,0,-12.178247
720890,1,0,-8.9275541
720915,1,0,-11.506195
720916,1,0,-11.506195
720917,1,0,-11.506195
720918,1,0,-11.506195
720925,1,0,-11.506195
720926,1,0,-11.506195
720927,1,0,-11.506195
720928,0,0,-11.506195
720990,1,0,-11.506195
721011,1,0,-7.44384
721012,0,0,-6.2857709
721020,0,1,-7.44384
721030,0,1,-7.44384
721041,0,0,-11.46808
721049,0,0,-5.5862947
721050,0,0,-7.3730478
721061,0,0,-5.5031099
721069,1,0,-7.44384
721070,0,0,-8.4467363
721090,1,0,-7.44384
721113,1,0,
721114,0,1,
721119,1,0,
721123,0,1,
721129,1,0,
721190,1,0,
721210,1,0,-5.0622725
721220,1,0,-5.0622725
721230,0,0,-4.8716869
721240,0,0,-5.652194
721250,0,0,-4.6629362
721260,1,0,-5.0622725
721310,0,0,-25.662722
721320,0,0,-12.701412
721391,0,0,-7.3508081
721399,0,0,-4.8015113
721410,0,0,-22.191757
721420,0,0,-14.074193
721430,0,0,-13.172369
721491,0,0,-6.6903615
721499,0,0,-4.8253016
721510,0,0,-18.235373
721550,0,0,-10.050929
721590,0,0,-7.1676445
721610,0,0,-5.2458744
721621,0,0,-5.9425745
721622,1,0,-9.5012922
721631,0,0,-12.522675
721632,0,0,-7.6287766
721633,0,0,-5.4339733
721640,0,0,-7.562211
721650,0,0,-7.704834
721661,0,0,-17.331079
721669,0,0,-9.5554943
721691,0,0,-15.767017
721699,0,0,-9.8197069
721710,0,0,-11.850821
721720,0,0,-6.4120207
721730,1,0,-8.7053776
721790,0,0,-7.8532925
721810,1,0,-63.689705
721891,0,0,-63.689705
721899,1,0,-63.689705
721911,1,0,-12.913193
721912,1,0,-12.913193
721913,1,0,-12.913193
721914,0,0,-29.558874
721921,0,0,-11.032049
721922,0,0,-16.25955
721923,0,0,-11.709638
721924,0,0,-9.1391573
721931,0,0,-21.153761
721932,1,0,-12.913193
721933,0,0,-8.6861506
721934,0,0,-4.8793321
721935,0,0,-9.556407
721990,0,0,-7.1570101
722011,1,0,
722012,1,0,
722020,1,0,
722090,1,0,
722100,1,0,
722211,0,0,-20.241081
722219,0,0,-10.000446
722220,0,0,-20.831097
722230,0,0,-7.5768709
722240,0,0,-15.499945
722300,0,0,-2.5859976
722410,1,0,
722490,1,0,
722511,1,0,-15.610907
722519,1,0,-15.610907
722530,0,0,-9.5327635
722540,0,0,-25.487265
722550,1,0,-15.610907
722591,0,0,-17.895132
722592,0,0,-9.5284653
722599,1,0,-15.610907
722611,1,0,-15.17582
722619,1,0,-15.17582
722620,0,0,-24.177382
722691,0,0,-8.7976389
722692,0,0,-8.6629477
722699,0,0,-19.065313
722710,1,0,-63.107704
722720,0,0,-63.107704
722790,1,0,-63.107704
722810,0,0,-20.821558
722820,0,0,-20.393879
722830,0,0,-8.5744495
722840,0,0,-9.481492
722850,0,0,-12.048284
722860,0,0,-17.620474
722870,0,0,-21.892462
722880,1,0,-15.833228
722920,0,0,-11.475573
722990,0,0,-4.5003691
730110,0,0,-12.868145
730120,0,0,-6.9951234
730210,0,0,-17.612072
730230,0,0,-29.59366
730240,0,0,-16.94018
730290,0,0,-17.359247
730300,1,0,
730411,0,1,-8.5370321
730419,0,1,-8.5370321
730422,1,0,-8.5370321
730423,1,0,-8.5370321
730424,1,0,-8.5370321
730429,1,0,-8.5370321
730431,0,0,-9.2992439
730439,0,0,-8.7860432
730441,0,0,-8.4466133
730449,0,0,-5.888289
730451,1,0,-8.5370321
730459,0,0,-10.264972
730490,1,0,-8.5370321
730511,1,0,-6.2579055
730512,1,0,-6.2579055
730519,1,0,-6.2579055
730520,1,0,-6.2579055
730531,0,0,-6.2579055
730539,1,0,-6.2579055
730590,1,0,-6.2579055
730611,1,0,-10.098796
730619,1,0,-10.098796
730621,0,0,-10.697964
730629,0,0,-10.711282
730630,0,0,-12.760958
730640,0,0,-3.5130544
730650,0,0,-3.6919136
730661,0,0,-14.345497
730669,0,0,-14.970903
730690,1,0,-10.098796
730711,0,0,-5.1314321
730719,0,0,-4.3355966
730721,0,0,-6.7740865
730722,0,0,-16.43465
730723,0,0,-10.2637
730729,0,0,-4.0753045
730791,0,0,-4.5358982
730792,0,0,-4.0215144
730793,0,0,-10.836698
730799,0,0,-7.2965746
730810,0,0,-5.1086459
730820,1,0,-4.6905203
730830,0,0,-6.4868441
730840,0,0,-3.7949157
730890,0,0,-3.371675
730900,0,0,-6.9553227
731010,0,0,-5.764257
731021,0,0,-9.6143675
731029,0,0,-4.9294224
731100,0,0,-8.8398771
731210,0,0,-9.7619324
731290,1,0,-9.7619324
731300,0,0,-3.3401861
731412,1,0,-6.0142498
731414,1,0,-6.0142498
731419,0,0,-7.8446007
731420,1,0,-6.0142498
731431,1,0,-6.0142498
731439,0,0,-5.870337
731441,1,0,-6.0142498
731442,0,0,-4.86724
731449,0,0,-2.3792932
731450,0,0,-9.1097784
731511,0,0,-8.6555777
731512,0,0,-6.2193875
731519,0,0,-5.5085778
731520,1,0,-7.1272378
731581,1,0,-7.1272378
731582,0,0,-8.3367205
731589,0,0,-6.9159255
731590,1,0,-7.1272378
731600,0,0,-4.2613158
731700,0,0,-10.63839
731811,0,0,-5.9027581
731812,0,0,-12.950287
731813,1,0,-5.6378388
731814,0,0,-7.4686413
731815,0,0,-4.7071457
731816,0,0,-5.3132253
731819,0,0,-5.0935621
731821,0,0,-4.7572021
731822,0,0,-4.3948865
731823,0,0,-4.0539804
731824,0,0,-2.9226277
731829,0,0,-4.4519095
731920,1,0,
731930,0,1,
731990,1,0,
732010,0,0,-9.0733843
732020,0,0,-7.9405899
732090,0,0,-5.3731918
732111,0,0,-12.589835
732112,0,0,-4.550303
732119,0,0,-11.786155
732181,1,0,-9.6420975
732182,1,0,-9.6420975
732189,1,0,-9.6420975
732190,1,0,-9.6420975
732211,0,0,-19.868649
732219,0,0,-7.9955063
732290,0,0,-12.240075
732310,0,0,-3.5879307
732391,1,0,-3.330019
732392,1,0,-3.330019
732393,0,0,-3.0354614
732394,0,0,-5.4260936
732399,0,0,-1.2705898
732410,0,0,-2.3059783
732421,1,0,-3.8837104
732429,0,0,-6.5656161
732490,0,0,-2.779537
732510,0,0,-10.843892
732591,0,0,-5.9568009
732599,0,0,-4.2227435
732611,0,0,-7.9434042
732619,0,0,-7.2099895
732620,0,0,-6.0202513
732690,0,0,-5.6112847
740100,1,0,
740200,0,0,-30.497391
740311,0,0,-45.581581
740312,1,0,-35.898651
740313,1,0,-35.898651
740319,1,0,-35.898651
740321,0,0,-39.134525
740322,0,0,-22.979853
740329,1,0,-35.898651
740400,1,0,
740500,1,0,
740610,0,0,-32.485363
740620,0,0,-13.967074
740710,0,0,-10.265608
740721,0,0,-26.320257
740729,0,0,-11.468609
740811,0,0,-6.2976594
740819,1,0,-5.7383718
740821,0,0,-5.1790848
740822,1,0,-5.7383718
740829,1,0,-5.7383718
740911,0,0,-23.476877
740919,1,0,-24.762192
740921,0,0,-28.241404
740929,0,0,-27.706038
740931,0,0,-26.414745
740939,0,0,-29.426991
740940,0,0,-13.307092
740990,1,0,-24.762192
741011,0,0,-16.05031
741012,1,0,-12.354677
741021,0,0,-8.6590452
741022,0,1,-12.354677
741110,0,0,-22.087503
741121,0,0,-14.561071
741122,0,0,-8.5073462
741129,0,0,-9.2124758
741210,0,0,-7.1718788
741220,0,0,-3.4285932
741300,0,0,-12.8542
741510,1,0,-5.6923156
741521,0,0,-6.3117185
741529,0,0,-6.3585262
741533,0,0,-4.4856319
741539,0,0,-5.6133857
741811,0,0,-4.7151613
741819,0,0,-7.6749754
741820,1,0,-6.1950684
741910,1,0,-8.8649168
741991,1,0,-8.8649168
741999,0,0,-8.8649168
750110,1,0,
750120,1,0,
750210,1,0,
750220,1,0,
750300,1,0,
750400,1,0,
750511,0,0,-24.408852
750512,1,0,-18.277481
750521,0,0,-19.303009
750522,0,0,-11.120584
750610,1,0,
750620,1,0,
750711,1,0,-9.5216742
750712,0,0,-9.5216742
750720,1,0,-9.5216742
750810,1,0,
750890,1,0,
760110,0,0,-44.675732
760120,0,0,-31.379738
760200,1,0,
760310,0,0,-7.8346663
760320,0,0,-20.620153
760410,0,0,-14.855453
760421,0,0,-8.6454
760429,0,0,-10.855465
760511,0,0,-19.907982
760519,1,0,-14.564861
760521,0,0,-9.2217407
760529,1,0,-14.564861
760611,0,0,-6.3683977
760612,0,0,-11.183417
760691,0,0,-8.5906906
760692,0,0,-3.2720604
760711,0,0,-9.5226841
760719,0,0,-5.9166441
760720,0,0,-5.6763477
760810,0,0,-6.8510642
760820,0,0,-7.5881109
760900,0,0,-10.491446
761010,0,0,-3.6231275
761090,0,0,-7.4464502
761100,0,0,-5.6181145
761210,0,0,-7.2497931
761290,0,0,-9.1087446
761300,0,0,-11.139477
761410,1,0,
761490,1,0,
761511,0,0,-5.5657306
761519,0,0,-7.335145
761520,1,0,-6.4504375
761610,1,0,-5.0318766
761691,0,0,-7.145628
761699,0,0,-2.9181247
780110,0,0,-21.798717
780191,1,0,-21.798717
780199,1,0,-21.798717
780200,0,0,-18.619127
780411,1,0,-14.379362
780419,0,0,-14.379362
780420,1,0,-14.379362
780600,0,0,-8.4463644
790111,0,0,-46.219276
790112,0,0,-37.615208
790120,0,0,-52.030025
790200,1,0,
790310,0,0,-11.583085
790390,0,0,-19.3279
790400,0,0,-16.302572
790500,0,0,-8.4327993
790700,0,0,-3.7224073
800110,0,0,-28.729815
800120,0,0,-36.034771
800200,0,0,-30.688246
800300,0,0,-12.621765
800700,0,0,-8.0736074
810110,0,0,-13.368234
810194,1,0,-13.368234
810196,1,0,-13.368234
810197,1,0,-13.368234
810199,1,0,-13.368234
810210,1,0,-16.135096
810294,1,0,-16.135096
810295,0,0,-13.870017
810296,1,0,-16.135096
810297,1,0,-16.135096
810299,0,0,-18.400173
810320,0,0,-11.809837
810330,1,0,-9.8488388
810390,0,0,-7.8878412
810411,0,0,-38.8741
810419,0,0,-15.612425
810420,1,0,-22.585831
810430,0,0,-13.270968
810490,1,0,-22.585831
810520,1,0,
810530,1,0,
810590,1,0,
810600,0,0,-19.266283
810720,1,0,-24.178019
810730,1,0,-24.178019
810790,0,0,-24.178019
810820,1,0,-6.2632051
810830,1,0,-6.2632051
810890,0,0,-6.2632051
810920,1,0,-17.355453
810930,0,0,-17.355453
810990,1,0,-17.355453
811010,1,0,
811020,1,0,
811090,1,0,
811100,0,0,-16.423126
811212,0,0,-23.617878
811213,0,0,-63.731026
811219,0,0,-19.581289
811221,1,0,-35.643398
811222,1,0,-35.643398
811229,1,0,-35.643398
811251,0,1,-35.643398
811252,0,1,-35.643398
811259,1,0,-35.643398
811292,1,0,-35.643398
811299,1,0,-35.643398
811300,1,0,
820110,0,0,-8.5577221
820120,1,0,-6.4941473
820130,0,0,-2.2506659
820140,0,0,-8.4295025
820150,1,0,-6.4941473
820160,1,0,-6.4941473
820190,0,0,-6.738698
820210,1,0,-5.4069629
820220,0,0,-7.5427465
820231,0,0,-3.5256591
820239,0,0,-4.8683739
820240,1,0,-5.4069629
820291,0,0,-5.691072
820299,1,0,-5.4069629
820310,0,0,-2.6361179
820320,0,0,-3.6290584
820330,0,0,-7.8901138
820340,1,0,-4.71843
820411,1,0,
820412,1,0,
820420,1,0,
820510,0,0,-4.9235544
820520,1,0,-3.5206971
820530,1,0,-3.5206971
820540,0,0,-4.8034797
820551,0,0,-1.4514267
820559,0,0,-2.9043281
820560,1,0,-3.5206971
820570,1,0,-3.5206971
820580,1,0,-3.5206971
820590,1,0,-3.5206971
820600,1,0,
820713,0,0,-7.1526642
820719,0,0,-5.0267835
820720,1,0,-7.0325317
820730,1,0,-7.0325317
820740,0,0,-16.38904
820750,0,0,-3.560925
820760,0,0,-5.3413653
820770,0,0,-7.2619982
820780,0,0,-6.8714819
820790,0,0,-4.6559954
820810,1,0,-5.538763
820820,1,0,-5.538763
820830,0,0,-2.7880507
820840,0,0,-9.3626976
820890,0,0,-4.4655404
820900,0,0,-7.3896122
821000,1,0,
821110,1,0,-2.3471563
821191,0,0,-2.5280018
821192,1,0,-2.3471563
821193,0,0,-1.344367
821194,0,0,-2.1712706
821195,0,0,-3.344986
821210,0,0,-11.252155
821220,0,0,-4.4804788
821290,1,0,-7.8663168
821300,0,0,-1.0320311
821410,1,0,
821420,1,0,
821490,1,0,
821510,0,1,-4.0243292
821520,0,0,-3.2149286
821591,0,1,-4.0243292
821599,0,0,-4.8337302
830110,1,0,-4.0893683
830120,0,0,-2.5603306
830130,0,0,-1.362175
830140,0,0,-2.3746107
830150,0,0,-6.3169565
830160,0,0,-3.5585032
830170,0,0,-8.3636332
830210,0,0,-1.1883833
830220,0,0,-1.0513027
830230,0,0,-4.4405451
830241,0,0,-4.7019072
830242,0,0,-3.2472725
830249,1,0,-2.8766112
830250,0,0,-2.6302559
830260,1,0,-2.8766112
830300,1,0,
830400,1,0,
830510,0,0,-2.2761643
830520,0,0,-5.6260686
830590,1,0,-3.9511166
830610,1,0,-3.2086339
830621,1,0,-3.2086339
830629,0,0,-3.2086339
830630,1,0,-3.2086339
830710,1,0,-3.9736395
830790,0,0,-3.9736395
830810,1,0,
830820,1,0,
830890,1,0,
830910,0,0,-12.564422
830990,0,0,-8.9439201
831000,0,0,-4.2506838
831110,0,0,-9.2100325
831120,0,0,-4.2736616
831130,1,0,-6.1570764
831190,0,0,-4.987535
840110,0,1,
840120,0,1,
840130,1,0,
840140,1,0,
840211,1,0,-7.8924055
840212,0,0,-8.3461657
840219,1,0,-7.8924055
840220,1,0,-7.8924055
840290,0,0,-7.4386454
840310,0,0,-19.281555
840390,0,0,-14.664901
840410,0,0,-9.5536671
840420,1,0,-9.70998
840490,0,0,-9.866293
840510,1,0,
840590,1,0,
840610,1,0,-17.508991
840681,1,0,-17.508991
840682,0,0,-16.651688
840690,0,0,-18.366293
840710,1,0,-13.533831
840721,0,0,-11.027006
840729,1,0,-13.533831
840731,1,0,-13.533831
840732,1,0,-13.533831
840733,0,0,-18.401161
840734,0,0,-11.173324
840790,1,0,-13.533831
840810,0,0,-9.9834709
840820,0,0,-10.171029
840890,0,0,-7.8542042
840910,1,0,-6.738142
840991,0,0,-6.3467488
840999,0,0,-7.1295347
841011,0,0,-16.297546
841012,0,0,-18.541168
841013,0,0,-8.8113184
841090,0,0,-13.497234
841111,1,0,-31.853516
841112,1,0,-31.853516
841121,1,0,-31.853516
841122,0,0,-31.853516
841181,1,0,-31.853516
841182,1,0,-31.853516
841191,1,0,-31.853516
841199,1,0,-31.853516
841210,0,0,-31.391376
841221,0,0,-7.5502148
841229,0,0,-4.453166
841231,0,0,-4.7707782
841239,1,0,-11.696454
841280,0,0,-10.316734
841290,1,0,-11.696454
841311,0,0,-8.984376
841319,0,0,-8.5848646
841320,1,0,-6.0127029
841330,0,0,-4.077539
841340,1,0,-6.0127029
841350,1,0,-6.0127029
841360,0,0,-3.4842305
841370,1,0,-6.0127029
841381,0,0,-7.1905966
841382,1,0,-6.0127029
841391,0,0,-3.7546105
841392,1,0,-6.0127029
841410,1,0,-4.2811046
841420,1,0,-4.2811046
841430,1,0,-4.2811046
841440,0,0,-8.0531969
841451,1,0,-4.2811046
841459,0,1,-4.2811046
841460,0,0,-1.6625535
841480,0,0,-3.935812
841490,0,0,-3.4728551
841510,0,0,-3.7299976
841520,0,0,-2.6866996
841581,0,0,-4.1314054
841582,0,0,-3.4992843
841583,1,0,-3.5118468
841590,1,0,-3.5118468
841610,1,0,-10.791361
841620,1,0,-10.791361
841630,0,0,-14.873799
841690,0,0,-6.7089233
841710,0,0,-7.1986351
841720,0,0,-6.8078856
841780,0,0,-6.6892095
841790,0,0,-10.5631
841810,0,0,-14.380703
841821,0,0,-6.8055215
841829,0,0,-1.9571037
841830,0,0,-7.5589628
841840,0,0,-12.988606
841850,0,0,-9.9638414
841861,1,0,-9.5246401
841869,0,0,-13.017743
841891,1,0,-9.5246401
841899,1,0,-9.5246401
841911,1,0,-3.9266269
841919,1,0,-3.9266269
841920,1,0,-3.9266269
841931,1,0,-3.9266269
841932,1,0,-3.9266269
841939,1,0,-3.9266269
841940,1,0,-3.9266269
841950,0,0,-2.5478725
841960,1,0,-3.9266269
841981,0,0,-4.1001859
841989,0,0,-5.1318226
841990,1,0,-3.9266269
842010,1,0,
842091,1,0,
842099,1,0,
842111,1,0,-4.9758263
842112,0,0,-6.1852059
842119,0,0,-5.8708954
842121,0,0,-3.8140473
842122,1,0,-4.9758263
842123,0,0,-1.3901393
842129,0,0,-8.7596073
842131,0,0,-2.4162259
842139,1,0,-4.9758263
842191,0,0,-6.3946638
842199,1,0,-4.9758263
842211,1,0,-6.1000361
842219,0,0,-9.2050219
842220,1,0,-6.1000361
842230,1,0,-6.1000361
842240,1,0,-6.1000361
842290,0,0,-2.9950507
842310,0,0,-4.9912567
842320,0,0,-6.9402566
842330,0,0,-4.9516034
842381,0,0,-2.0681455
842382,0,0,-5.1028285
842389,0,0,-7.6974344
842390,0,0,-7.6378775
842410,0,0,-4.8101149
842420,0,0,-5.6917396
842430,0,0,-2.5174243
842481,0,0,-7.7178774
842489,0,0,-6.2677503
842490,0,0,-8.4177952
842511,0,0,-3.2234597
842519,1,0,-6.9332952
842531,0,0,-10.543207
842539,1,0,-6.9332952
842541,1,0,-6.9332952
842542,1,0,-6.9332952
842549,0,0,-7.0332184
842611,1,0,-8.5689564
842612,1,0,-8.5689564
842619,1,0,-8.5689564
842620,1,0,-8.5689564
842630,1,0,-8.5689564
842641,0,0,-5.6460586
842649,0,0,-11.214713
842691,0,0,-8.1579151
842699,0,0,-9.2571383
842710,0,0,-12.86089
842720,0,0,-3.5808311
842790,0,0,-2.1520283
842810,1,0,-6.6913729
842820,1,0,-6.6913729
842831,0,0,-16.320314
842832,0,0,-5.7776461
842833,0,0,-4.5502973
842839,0,0,-2.7651291
842840,0,0,-3.9512382
842860,1,0,-6.6913729
842890,0,0,-6.7836113
842911,0,0,-6.1135535
842919,1,0,-10.529037
842920,1,0,-10.529037
842930,0,0,-21.60088
842940,0,0,-3.7831922
842951,0,0,-6.3314753
842952,0,0,-15.195629
842959,0,0,-10.149492
843010,1,0,-16.678127
843020,0,0,-37.370083
843031,1,0,-16.678127
843039,1,0,-16.678127
843041,1,0,-16.678127
843049,1,0,-16.678127
843050,0,0,-5.8000598
843061,1,0,-16.678127
843069,0,0,-6.8642383
843110,0,1,-5.3896809
843120,0,0,-7.4587669
843131,1,0,-5.3896809
843139,1,0,-5.3896809
843141,1,0,-5.3896809
843142,1,0,-5.3896809
843143,0,0,-3.3205943
843149,1,0,-5.3896809
843210,0,0,-9.7000837
843221,0,0,-12.407217
843229,0,0,-8.4418879
843230,0,0,-22.512064
843240,0,0,-23.941792
843280,0,0,-13.511181
843290,0,0,-6.504631
843311,0,0,-14.308497
843319,0,0,-9.7898388
843320,0,0,-11.005898
843330,1,0,-16.565634
843340,0,0,-38.796173
843351,0,0,-12.711326
843352,1,0,-16.565634
843353,1,0,-16.565634
843359,0,0,-12.627145
843360,1,0,-16.565634
843390,0,0,-16.720554
843410,0,0,-12.094831
843420,1,0,-10.025012
843490,0,0,-7.9551935
843510,0,0,-8.0010681
843590,1,0,-8.0010681
843610,0,0,-9.7801905
843621,0,0,-9.6301765
843629,0,0,-8.7036037
843680,1,0,-9.3713236
843691,1,0,-9.3713236
843699,1,0,-9.3713236
843710,0,0,-4.9910092
843780,0,0,-9.3131113
843790,0,0,-8.3968306
843810,0,0,-3.7835937
843820,1,0,-7.8006773
843830,0,0,-11.99798
843840,0,0,-13.48595
843850,0,0,-4.8527017
843860,0,0,-8.8645954
843880,0,0,-6.0026574
843890,0,0,-5.6172633
843910,1,0,
843920,1,0,
843930,1,0,
843991,1,0,
843999,1,0,
844010,1,0,
844090,1,0,
844110,1,0,
844120,1,0,
844130,1,0,
844140,1,0,
844180,1,0,
844190,1,0,
844230,1,0,-4.6138587
844240,1,0,-4.6138587
844250,0,0,-4.6138587
844311,1,0,-7.7759447
844312,0,0,-16.588825
844313,1,0,-7.7759447
844314,1,0,-7.7759447
844315,1,0,-7.7759447
844316,1,0,-7.7759447
844317,1,0,-7.7759447
844319,1,0,-7.7759447
844331,0,0,-3.7854791
844332,0,0,-4.1222572
844339,1,0,-7.7759447
844391,0,0,-6.6072173
844399,1,0,-7.7759447
844400,0,1,
844511,1,0,-6.9486847
844512,1,0,-6.9486847
844513,1,0,-6.9486847
844519,1,0,-6.9486847
844520,0,0,-6.9486847
844530,1,0,-6.9486847
844540,1,0,-6.9486847
844590,1,0,-6.9486847
844610,1,0,-9.5194426
844621,1,0,-9.5194426
844629,1,0,-9.5194426
844630,0,0,-9.5194426
844711,1,0,
844712,1,0,
844720,1,0,
844790,1,0,
844811,0,0,-30.658527
844819,0,0,-14.05109
844820,0,1,-18.492733
844831,0,0,-9.9764948
844832,0,0,-22.497284
844833,1,0,-18.492733
844839,1,0,-18.492733
844842,0,0,-15.28027
844849,1,0,-18.492733
844851,1,0,-18.492733
844859,1,0,-18.492733
844900,1,0,
845011,0,0,-11.822801
845012,0,0,-2.7028689
845019,0,0,-6.1235852
845020,0,0,-5.2564392
845090,1,0,-6.4764233
845110,0,1,-9.368432
845121,0,0,-12.949209
845129,1,0,-9.368432
845130,0,0,-5.7876554
845140,1,0,-9.368432
845150,1,0,-9.368432
845180,1,0,-9.368432
845190,1,0,-9.368432
845210,0,0,-2.3086832
845221,1,0,-6.0532598
845229,1,0,-6.0532598
845230,0,0,-9.7978363
845240,1,0,-6.0532598
845290,1,0,-6.0532598
845310,1,0,-7.4061513
845320,0,0,-5.6383715
845380,0,0,-9.1739311
845390,1,0,-7.4061513
845410,1,0,-16.557386
845420,0,0,-16.557386
845430,1,0,-16.557386
845490,1,0,-16.557386
845510,0,1,-4.7071342
845521,1,0,-4.7071342
845522,0,1,-4.7071342
845530,0,0,-4.7071342
845590,0,1,-4.7071342
845610,1,0,
845620,1,0,
845630,1,0,
845690,1,0,
845710,0,0,-5.2060113
845720,0,1,-7.0999975
845730,0,0,-8.9939833
845811,0,0,-7.0585575
845819,0,0,-10.846772
845891,0,0,-9.3508959
845899,1,0,-9.0854082
845910,0,0,-9.8249302
845921,1,0,-11.337833
845929,0,0,-6.3874078
845931,0,0,-18.676544
845939,1,0,-11.337833
845940,1,0,-11.337833
845951,1,0,-11.337833
845959,0,0,-15.508337
845961,1,0,-11.337833
845969,0,0,-6.2919493
845970,1,0,-11.337833
846011,1,0,-7.6358104
846019,0,0,-5.3892875
846021,1,0,-7.6358104
846029,0,0,-5.4458308
846031,0,0,-9.1212149
846039,0,0,-11.292095
846040,1,0,-7.6358104
846090,0,0,-6.9306226
846120,1,0,
846130,1,0,
846140,1,0,
846150,1,0,
846190,1,0,
846210,1,0,-7.8688569
846221,1,0,-7.8688569
846229,0,0,-2.8175218
846231,0,0,-7.0413532
846239,0,0,-9.8750296
846241,0,0,-8.5935602
846249,0,0,-11.016819
846291,1,0,-7.8688569
846299,1,0,-7.8688569
846310,1,0,
846320,1,0,
846330,1,0,
846390,1,0,
846410,1,0,
846420,1,0,
846490,1,0,
846510,0,0,-13.27425
846591,1,0,-12.631454
846592,1,0,-12.631454
846593,1,0,-12.631454
846594,1,0,-12.631454
846595,0,0,-14.10037
846596,1,0,-12.631454
846599,0,0,-10.519744
846610,1,0,-6.3564043
846620,1,0,-6.3564043
846630,0,0,-9.9207001
846691,1,0,-6.3564043
846692,0,0,-4.2625504
846693,0,0,-4.885963
846694,1,0,-6.3564043
846711,0,0,-6.5668111
846719,0,0,-5.5997787
846721,0,0,-3.8814397
846722,0,0,-4.7585173
846729,0,0,-3.7724471
846781,1,0,-5.7146664
846789,1,0,-5.7146664
846791,0,0,-6.7996798
846792,0,0,-7.3792067
846799,0,0,-6.9594488
846810,0,0,-2.7585831
846820,0,0,-3.5833197
846880,1,0,-4.1532536
846890,0,0,-6.1178584
846900,1,0,
847010,1,0,-15.975737
847021,1,0,-15.975737
847029,1,0,-15.975737
847030,1,0,-15.975737
847050,0,0,-15.975737
847090,1,0,-15.975737
847130,1,0,-10.458858
847141,0,0,-14.415375
847149,0,0,-7.7478504
847150,0,0,-11.105368
847160,0,0,-8.566843
847170,1,0,-10.458858
847180,1,0,-10.458858
847190,1,0,-10.458858
847210,1,0,
847230,1,0,
847290,1,0,
847310,1,0,-16.730928
847321,0,0,-16.730928
847329,1,0,-16.730928
847330,1,0,-16.730928
847340,1,0,-16.730928
847350,1,0,-16.730928
847410,1,0,-2.8695393
847420,0,0,-2.6684673
847431,0,0,-3.4055247
847432,1,0,-2.8695393
847439,1,0,-2.8695393
847480,1,0,-2.8695393
847490,0,0,-2.5346258
847510,1,0,-15.472828
847521,1,0,-15.472828
847529,1,0,-15.472828
847590,0,0,-15.472828
847621,1,0,-11.441828
847629,1,0,-11.441828
847681,0,0,-11.441828
847689,1,0,-11.441828
847690,0,1,-11.441828
847710,1,0,-4.8865733
847720,1,0,-4.8865733
847730,1,0,-4.8865733
847740,1,0,-4.8865733
847751,1,0,-4.8865733
847759,0,0,-6.8358932
847780,1,0,-4.8865733
847790,0,0,-2.9372535
847810,1,0,-8.5974331
847890,0,0,-8.5974331
847910,1,0,-5.6554089
847920,1,0,-5.6554089
847930,0,1,-5.6554089
847940,1,0,-5.6554089
847950,1,0,-5.6554089
847960,0,0,-5.092855
847981,1,0,-5.6554089
847982,0,0,-6.2179623
847989,1,0,-5.6554089
847990,1,0,-5.6554089
848010,1,0,-3.1404343
848020,1,0,-3.1404343
848030,1,0,-3.1404343
848041,0,0,-3.1667929
848049,1,0,-3.1404343
848050,0,0,-3.1140757
848060,1,0,-3.1404343
848071,1,0,-3.1404343
848079,1,0,-3.1404343
848110,0,0,-5.558393
848120,0,0,-3.5055051
848130,0,0,-4.9210105
848140,0,0,-3.2760973
848180,0,0,-2.3726273
848190,0,0,-4.6034155
848210,0,0,-6.9276614
848220,0,0,-8.6039801
848230,0,0,-10.521491
848240,0,0,-8.4055014
848250,0,0,-12.937575
848280,0,0,-5.4087386
848291,0,0,-6.8735909
848299,0,0,-8.5983744
848310,0,0,-4.3622761
848320,0,0,-5.8111401
848330,0,0,-7.8746643
848340,0,0,-4.0712671
848350,0,0,-5.2809448
848360,0,0,-4.7081394
